p16x44bins.42	d__Bacteria_p__Chloroflexota_B_c__UBA11872_o__UBA11872_f__UBA11872_g___s__
p16x65bins.53	d__Bacteria_p__Chloroflexota_B_c__UBA11872_o__UBA11872_f__UBA11872_g___s__
jk18x7bins.100	d__Bacteria_p__Chloroflexota_B_c__UBA11872_o__UBA11872_f__UBA11872_g___s__
jk18x1bzbins.9	d__Bacteria_p__Chloroflexota_B_c__UBA11872_o__UBA11872_f__UBA11872_g___s__
jk18xAbins.3	d__Bacteria_p__Chloroflexota_B_c__UBA11872_o__UBA11872_f__UBA11872_g___s__
GCA_009840555.1_ASM984055v1	d__Bacteria_p__Chloroflexota_B_c__UBA11872_o__UBA11872_f___g___s__
jk18x7bins.44	d__Bacteria_p__Chloroflexota_B_c__UBA11872_o___f___g___s__
jk18x7bins.13	d__Bacteria_p__Verrucomicrobiota_c__Verrucomicrobiae_o__Opitutales_f__UBA2995_g__UBA2995_s__
GCA_011088285.1_ASM1108828v1	d__Bacteria_p__Verrucomicrobiota_c__Kiritimatiellae_o___f___g___s__
GCA_011087765.1_ASM1108776v1	d__Bacteria_p__Planctomycetota_c__Planctomycetes_o__Pirellulales_f__Pirellulaceae_g__Mariniblastus_s__
GCA_011087845.1_ASM1108784v1	d__Bacteria_p__Bacteroidota_c__Bacteroidia_o__Flavobacteriales_f__Flavobacteriaceae_g__SCGC-AAA160-P02_s__
GCA_002718645.1_ASM271864v1	d__Bacteria_p__Bacteroidota_c__Bacteroidia_o__Flavobacteriales_f__Flavobacteriaceae_g__GCA-002728855_s__
GCA_002701825.1_ASM270182v1	d__Bacteria_p__Bacteroidota_c__Bacteroidia_o__Flavobacteriales_f__Flavobacteriaceae_g__TMED96_s__
GCA_002711075.1_ASM271107v1	d__Bacteria_p__Bacteroidota_c__Bacteroidia_o__Flavobacteriales_f__GCA-002722245_g__GCA-002722245_s__
jk18xAbins.31	d__Bacteria_p__Bacteroidota_c__Rhodothermia_o__Rhodothermales_f___g___s__
p16x43bins.66	d__Bacteria_p__Bacteroidota_c__Rhodothermia_o__Rhodothermales_f___g___s__
p16x60bins.32	d__Bacteria_p__Bacteroidota_c__Rhodothermia_o__Rhodothermales_f___g___s__
jk18x25bins.61	d__Bacteria_p__Bacteroidota_c__Rhodothermia_o__Rhodothermales_f___g___s__
jk18x11bins.2	d__Bacteria_p__Bacteroidota_c__Rhodothermia_o__Rhodothermales_f___g___s__
jk18x34bins.15	d__Bacteria_p__Bacteroidota_c__Rhodothermia_o__Rhodothermales_f___g___s__
GCA_009836085.1_ASM983608v1	d__Bacteria_p__Bacteroidota_c__Rhodothermia_o__Rhodothermales_f___g___s__
p16x33bins.37	d__Bacteria_p__Bacteroidota_c__Rhodothermia_o__Rhodothermales_f__Bin80_g__Bin80_s__
GCA_009842195.1_ASM984219v1	d__Bacteria_p__Bacteroidota_c__Rhodothermia_o__Rhodothermales_f__Bin80_g__Bin80_s__
GCA_009841335.1_ASM984133v1	d__Bacteria_p__Bacteroidota_c__Rhodothermia_o__Rhodothermales_f__Bin80_g__Bin80_s__
GCA_009836215.1_ASM983621v1	d__Bacteria_p__Bacteroidota_c__Rhodothermia_o__Rhodothermales_f__Bin80_g__Bin80_s__
GCA_009838195.1_ASM983819v1	d__Bacteria_p__Bacteroidota_c__Rhodothermia_o__Rhodothermales_f__Bin80_g__Bin80_s__
jk18x11bins.48	d__Bacteria_p__Bacteroidota_c__Rhodothermia_o__Rhodothermales_f__Bin80_g__Bin80_s__
jk18x9bins.87	d__Bacteria_p__Bacteroidota_c__Rhodothermia_o__Rhodothermales_f__Bin80_g__Bin80_s__
jk18xAbins.42	d__Bacteria_p__Bacteroidota_c__Rhodothermia_o__Rhodothermales_f__Bin80_g__Bin80_s__
p16x63bins.1	d__Bacteria_p__Bacteroidota_c__Rhodothermia_o__Rhodothermales_f__Bin80_g__Bin80_s__
p16x43bins.4	d__Bacteria_p__Bacteroidota_c__Rhodothermia_o__Rhodothermales_f__Bin80_g__Bin80_s__
jk18x22bins.66	d__Bacteria_p__Bacteroidota_c__Rhodothermia_o__Rhodothermales_f__Bin80_g__Bin80_s__
GCA_002698765.1_ASM269876v1	d__Bacteria_p__Marinisomatota_c__Marinisomatia_o__Marinisomatales_f__TCS55_g__GCA-002701945_s__
GCA_002705365.1_ASM270536v1	d__Bacteria_p__Marinisomatota_c__Marinisomatia_o__Marinisomatales_f__UBA1611_g___s__
GCA_002704875.1_ASM270487v1	d__Bacteria_p__Marinisomatota_c__Marinisomatia_o__SCGC-AAA003-L08_f__GCA-002719095_g___s__
jk18x27bins.12	d__Bacteria_p__Gemmatimonadota_c__Gemmatimonadetes_o__SG8-23_f__UBA6960_g__BD2-11_s__
p16x34bins.23	d__Bacteria_p__Gemmatimonadota_c__Gemmatimonadetes_o__SG8-23_f__UBA6960_g__BD2-11_s__
GCA_009840525.1_ASM984052v1	d__Bacteria_p__Gemmatimonadota_c__Gemmatimonadetes_o__SG8-23_f__UBA6960_g__BD2-11_s__
jk18x34bins.3	d__Bacteria_p__Gemmatimonadota_c__Gemmatimonadetes_o__SG8-23_f__UBA6960_g__BD2-11_s__
jk18x22bins.6	d__Bacteria_p__Gemmatimonadota_c__Gemmatimonadetes_o__SG8-23_f__UBA6960_g__BD2-11_s__
jk18x25bins.66	d__Bacteria_p__Gemmatimonadota_c__Gemmatimonadetes_o__SG8-23_f__UBA6960_g__BD2-11_s__
jk18x9bins.46	d__Bacteria_p__Gemmatimonadota_c__Gemmatimonadetes_o__SG8-23_f__UBA6960_g__BD2-11_s__
GCA_009843015.1_ASM984301v1	d__Bacteria_p__Gemmatimonadota_c__Gemmatimonadetes_o__SG8-23_f__UBA6960_g__BD2-11_s__
GCA_009840215.1_ASM984021v1	d__Bacteria_p__Gemmatimonadota_c__Gemmatimonadetes_o__SG8-23_f__UBA6960_g__Bin94_s__
GCA_009844885.1_ASM984488v1	d__Bacteria_p__Gemmatimonadota_c__Gemmatimonadetes_o__SG8-23_f__UBA6960_g__Bin94_s__
jk18x27bins.35	d__Bacteria_p__Gemmatimonadota_c__Gemmatimonadetes_o__SG8-23_f__UBA6960_g__Bin94_s__
p16x57bins.24	d__Bacteria_p__Gemmatimonadota_c__Gemmatimonadetes_o__SG8-23_f__UBA6960_g__Bin94_s__
GCA_009841475.1_ASM984147v1	d__Bacteria_p__Gemmatimonadota_c__Gemmatimonadetes_o__SG8-23_f__UBA6960_g__Bin94_s__
jk18x11bins.40	d__Bacteria_p__Gemmatimonadota_c__Gemmatimonadetes_o__SG8-23_f__UBA6960_g__Bin94_s__
jk18x22bins.63	d__Bacteria_p__Gemmatimonadota_c__Gemmatimonadetes_o__SG8-23_f__UBA6960_g__Bin94_s__
jk18x9bins.12	d__Bacteria_p__Gemmatimonadota_c__Gemmatimonadetes_o__SG8-23_f__UBA6960_g__Bin94_s__
GCA_009838975.1_ASM983897v1	d__Bacteria_p__Gemmatimonadota_c__Gemmatimonadetes_o__SG8-23_f__UBA6960_g__Bin94_s__
jk18x9bins.40	d__Bacteria_p__Gemmatimonadota_c__Gemmatimonadetes_o__SG8-23_f__UBA6960_g__Bin94_s__
GCA_009841165.1_ASM984116v1	d__Bacteria_p__Gemmatimonadota_c__Gemmatimonadetes_o__SG8-23_f__UBA6960_g__Bin94_s__
jk18x1bzbins.83	d__Bacteria_p__Gemmatimonadota_c__Gemmatimonadetes_o__SG8-23_f__UBA6960_g__Bin94_s__
jk18x27bins.47	d__Bacteria_p__Gemmatimonadota_c__Gemmatimonadetes_o__SG8-23_f__UBA6960_g__Bin94_s__
jk18x34bins.51	d__Bacteria_p__Gemmatimonadota_c__Gemmatimonadetes_o__SG8-23_f__UBA6960_g__Bin94_s__
jk18x9bins.57	d__Bacteria_p__Gemmatimonadota_c__Gemmatimonadetes_o__SG8-23_f__UBA6960_g__Bin94_s__
jk18x22bins.97	d__Bacteria_p__Gemmatimonadota_c__Gemmatimonadetes_o___f___g___s__
GCA_009836005.1_ASM983600v1	d__Bacteria_p__Gemmatimonadota_c__Gemmatimonadetes_o___f___g___s__
GCA_009841005.1_ASM984100v1	d__Bacteria_p__Gemmatimonadota_c__Gemmatimonadetes_o___f___g___s__
p16x34bins.34	d__Bacteria_p__Gemmatimonadota_c__Gemmatimonadetes_o___f___g___s__
jk18x34bins.37	d__Bacteria_p__Gemmatimonadota_c__Gemmatimonadetes_o___f___g___s__
GCA_009845855.1_ASM984585v1	d__Bacteria_p__Gemmatimonadota_c__Gemmatimonadetes_o___f___g___s__
jk18x1bzbins.77	d__Bacteria_p__Gemmatimonadota_c__Gemmatimonadetes_o___f___g___s__
GCA_009841015.1_ASM984101v1	d__Bacteria_p__Gemmatimonadota_c__Gemmatimonadetes_o___f___g___s__
jk18x7bins.9	d__Bacteria_p__Latescibacterota_c__UBA2968_o__UBA2968_f___g___s__
GCA_009841665.1_ASM984166v1	d__Bacteria_p__Latescibacterota_c__UBA2968_o__UBA2968_f___g___s__
jk18x9bins.18	d__Bacteria_p__Latescibacterota_c__UBA2968_o__UBA2968_f___g___s__
jk18x1bzbins.42	d__Bacteria_p__Latescibacterota_c__UBA2968_o__UBA2968_f___g___s__
p16x60bins.49	d__Bacteria_p__Latescibacterota_c__UBA2968_o__UBA2968_f___g___s__
jk18x11bins.7	d__Bacteria_p__Latescibacterota_c__UBA2968_o__UBA2968_f___g___s__
jk18x27bins.7	d__Bacteria_p__Latescibacterota_c__UBA2968_o__UBA2968_f___g___s__
jk18x34bins.57	d__Bacteria_p__Latescibacterota_c__UBA2968_o__UBA2968_f___g___s__
p16x43bins.62	d__Bacteria_p__Latescibacterota_c__UBA2968_o__UBA2968_f___g___s__
jk18x22bins.2	d__Bacteria_p__Latescibacterota_c__UBA2968_o__UBA2968_f___g___s__
p16x65bins.5	d__Bacteria_p__Latescibacterota_c__UBA2968_o__UBA2968_f___g___s__
p16x33bins.50	d__Bacteria_p__Latescibacterota_c__UBA2968_o__UBA2968_f___g___s__
p16x34bins.13	d__Bacteria_p__Latescibacterota_c__UBA2968_o__UBA2968_f___g___s__
jk18x44bins.8	d__Bacteria_p__Latescibacterota_c__UBA2968_o__UBA2968_f___g___s__
jk18x1bzbins.27	d__Bacteria_p__Latescibacterota_c__UBA2968_o__UBA8231_f__UBA8231_g__UBA8231_s__
p16x34bins.62	d__Bacteria_p__Latescibacterota_c__UBA2968_o__UBA8231_f__GCA-002724215_g__GCA-2724215_s__
jk18x25bins.39	d__Bacteria_p__Latescibacterota_c__UBA2968_o__UBA8231_f__GCA-002724215_g__GCA-2724215_s__
GCA_009840005.1_ASM984000v1	d__Bacteria_p__Latescibacterota_c__UBA2968_o__UBA8231_f__GCA-002724215_g__GCA-2724215_s__
GCA_009844535.1_ASM984453v1	d__Bacteria_p__Latescibacterota_c__UBA2968_o__UBA8231_f__GCA-002724215_g__GCA-2724215_s__
p16x43bins.30	d__Bacteria_p__Latescibacterota_c__UBA2968_o__UBA8231_f__GCA-002724215_g__GCA-2724215_s__
jk18x1bzbins.88	d__Bacteria_p__Latescibacterota_c__UBA2968_o__UBA8231_f__GCA-002724215_g__GCA-2724215_s__
p16x65bins.25	d__Bacteria_p__Latescibacterota_c__UBA2968_o__UBA8231_f__GCA-002724215_g__GCA-2724215_s__
jk18x22bins.75	d__Bacteria_p__Latescibacterota_c__UBA2968_o__UBA8231_f__GCA-002724215_g__GCA-2724215_s__
p16x57bins.35	d__Bacteria_p__Latescibacterota_c__UBA2968_o__UBA8231_f__GCA-002724215_g__GCA-2724215_s__
jk18x34bins.24	d__Bacteria_p__Latescibacterota_c__UBA2968_o__UBA8231_f__GCA-002724215_g__GCA-2724215_s__
jk18x25bins.86	d__Bacteria_p__Latescibacterota_c___o___f___g___s__
p16x63bins.21	d__Bacteria_p__Latescibacterota_c___o___f___g___s__
GCA_009845765.1_ASM984576v1	d__Bacteria_p__Latescibacterota_c___o___f___g___s__
jk18x25bins.28	d__Bacteria_p__Latescibacterota_c___o___f___g___s__
GCA_009841265.1_ASM984126v1	d__Bacteria_p__Latescibacterota_c___o___f___g___s__
GCA_009837395.1_ASM983739v1	d__Bacteria_p__Latescibacterota_c___o___f___g___s__
jk18x1bzbins.19	d__Bacteria_p__Latescibacterota_c___o___f___g___s__
jk18x34bins.62	d__Bacteria_p__Latescibacterota_c___o___f___g___s__
jk18x7bins.54	d__Bacteria_p__Latescibacterota_c___o___f___g___s__
p16x34bins.14	d__Bacteria_p__Latescibacterota_c___o___f___g___s__
GCA_009835325.1_ASM983532v1	d__Bacteria_p__Latescibacterota_c___o___f___g___s__
jk18xAbins.29	d__Bacteria_p__Latescibacterota_c___o___f___g___s__
p16x57bins.40	d__Bacteria_p__Latescibacterota_c___o___f___g___s__
jk18x27bins.53	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f__WGA-3G_g__WGA-3G_s__
jk18x22bins.3	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f__WGA-3G_g__WGA-3G_s__
p16x63bins.74	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f__WGA-3G_g__WGA-3G_s__
jk18x8bins.13	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f__WGA-3G_g__WGA-3G_s__
jk18x9bins.33	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f__WGA-3G_g__WGA-3G_s__
p16x34bins.28	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f__WGA-3G_g__WGA-3G_s__
p16x34bins.5	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f__WGA-3G_g__WGA-3G_s__
jk18x1bzbins.18	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f__WGA-3G_g__WGA-3G_s__
p16x44bins.24	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f__WGA-3G_g__WGA-3G_s__
jk18x22bins.47	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f__WGA-3G_g__WGA-3G_s__
GCA_009843785.1_ASM984378v1	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f__WGA-3G_g__WGA-3G_s__
GCA_009838805.1_ASM983880v1	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f__WGA-3G_g__WGA-3G_s__
p16x33bins.23	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f__WGA-3G_g__WGA-3G_s__
jk18xAbins.50	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f__WGA-3G_g__WGA-3G_s__
jk18x1bzbins.25	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f__WGA-3G_g__WGA-3G_s__
p16x44bins.54	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f__WGA-3G_g__WGA-3G_s__
jk18x22bins.10	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f__WGA-3G_g__WGA-3G_s__
p16x65bins.2	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f__WGA-3G_g__WGA-3G_s__
GCA_009839745.1_ASM983974v1	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f__WGA-3G_g__WGA-3G_s__
jk18xAbins.24	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f__WGA-3G_g__WGA-3G_s__
GCA_009841255.1_ASM984125v1	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f__WGA-3G_g__WGA-3G_s__
jk18x1bzbins.72	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f__WGA-3G_g__WGA-3G_s__
GCA_009845505.1_ASM984550v1	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f__WGA-3G_g__WGA-3G_s__
jk18x34bins.7	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f__WGA-3G_g__WGA-3G_s__
jk18x25bins.56	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f__WGA-3G_g__WGA-3G_s__
p16x33bins.15	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f__WGA-3G_g__WGA-3G_s__
p16x44bins.48	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f__WGA-3G_g__WGA-3G_s__
jk18x40bins.9	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f__WGA-3G_g__WGA-3G_s__
p16x65bins.49	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f__WGA-3G_g__WGA-3G_s__
jk18x9bins.85	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f__WGA-3G_g__WGA-3G_s__
jk18x25bins.18	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f__WGA-3G_g___s__
jk18x7bins.36	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f__WGA-3G_g___s__
jk18x40bins.22	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f__WGA-3G_g___s__
jk18x27bins.49	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f__WGA-3G_g___s__
GCA_009839975.1_ASM983997v1	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f__WGA-3G_g___s__
jk18x9bins.65	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f__WGA-3G_g___s__
p16x63bins.62	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f__WGA-3G_g___s__
p16x33bins.42	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f__WGA-3G_g___s__
jk18xAbins.19	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f__WGA-3G_g___s__
jk18x11bins.12	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f__WGA-3G_g___s__
jk18x34bins.64	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f__WGA-3G_g___s__
jk18x22bins.76	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f__WGA-3G_g___s__
jk18x1bzbins.36	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f__WGA-3G_g___s__
jk18x7bins.5	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f___g___s__
jk18x1bzbins.78	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f___g___s__
jk18xAbins.25	d__Bacteria_p__Poribacteria_c__WGA-4E_o__WGA-4E_f___g___s__
GCA_009835805.1_ASM983580v1	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Pseudomonadales_f__HTCC2089_g__UBA2168_s__
p16x44bins.19	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Pseudomonadales_f__HTCC2089_g__UBA2168_s__
p16x65bins.14	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Pseudomonadales_f__HTCC2089_g__UBA2168_s__
jk18x1bzbins.81	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Pseudomonadales_f__HTCC2089_g__UBA2168_s__
p16x33bins.2	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Pseudomonadales_f__HTCC2089_g__UBA2168_s__
jk18xAbins.10	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Pseudomonadales_f__HTCC2089_g__Bin55_s__
GCA_009837725.1_ASM983772v1	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Pseudomonadales_f__HTCC2089_g___s__
GCA_009839505.1_ASM983950v1	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Pseudomonadales_f__HTCC2089_g___s__
GCA_009846005.1_ASM984600v1	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Pseudomonadales_f__HTCC2089_g___s__
GCA_009839465.1_ASM983946v1	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Pseudomonadales_f__HTCC2089_g___s__
jk18x22bins.7	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Pseudomonadales_f__HTCC2089_g___s__
jk18x1bzbins.11	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Pseudomonadales_f__HTCC2089_g___s__
GCA_002711325.1_ASM271132v1	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Pseudomonadales_f__HTCC2089_g__UBA7451_s__
GCA_009844085.1_ASM984408v1	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Pseudomonadales_f__Pseudohongiellaceae_g__UBA9145_s__
jk18x34bins.22	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Pseudomonadales_f__Pseudohongiellaceae_g__UBA9145_s__
p16x43bins.65	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Pseudomonadales_f__Pseudohongiellaceae_g___s__
jk18x22bins.52	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Pseudomonadales_f__Pseudohongiellaceae_g___s__
jk18x11bins.34	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Pseudomonadales_f__Pseudohongiellaceae_g___s__
p16x57bins.39	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Pseudomonadales_f__Pseudohongiellaceae_g___s__
jk18x22bins.60	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Pseudomonadales_f__Pseudohongiellaceae_g___s__
jk18x7bins.32	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Pseudomonadales_f__Pseudohongiellaceae_g___s__
jk18x27bins.66	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Pseudomonadales_f__Pseudohongiellaceae_g___s__
jk18xAbins.44	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Pseudomonadales_f__Pseudohongiellaceae_g___s__
GCA_002720595.1_ASM272059v1	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Woeseiales_f__Woeseiaceae_g__SZUA-117_s__
p16x34bins.72	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__UBA6522_f__UBA6522_g___s__
jk18x25bins.5	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__UBA6522_f__UBA6522_g___s__
p16x43bins.54	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__UBA6522_f__UBA6522_g__FEN-1219_s__
jk18x7bins.104	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__UBA6522_f__UBA6522_g__FEN-1219_s__
jk18x25bins.14	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__UBA6522_f__UBA6522_g__FEN-1219_s__
p16x65bins.1	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__UBA6522_f__UBA6522_g__FEN-1219_s__
jk18x22bins.30	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__UBA6522_f__UBA6522_g__FEN-1219_s__
p16x34bins.24	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__UBA6522_f__UBA6522_g__FEN-1219_s__
jk18x27bins.27	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__UBA6522_f__UBA6522_g__FEN-1219_s__
p16x57bins.13	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__UBA6522_f__UBA6522_g__FEN-1219_s__
GCA_002702145.1_ASM270214v1	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Nevskiales_f__Salinisphaeraceae_g__Salinisphaera_s__
GCA_011088095.1_ASM1108809v1	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__UBA4575_f__UBA4575_g___s__
jk18x34bins.59	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__UBA4575_f__UBA4575_g___s__
GCA_009839635.1_ASM983963v1	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__UBA4575_f__UBA4575_g___s__
jk18x34bins.42	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__GCA-2400775_f___g___s__
jk18x11bins.22	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__GCA-2400775_f___g___s__
jk18x1bzbins.61	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__UBA4486_f__UBA4486_g___s__
p16x65bins.33	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__UBA4486_f__UBA4486_g___s__
jk18xAbins.49	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__UBA4486_f__UBA4486_g___s__
jk18x1bzbins.85	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__HK1_f__HK1_g___s__
jk18x7bins.3	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__HK1_f__HK1_g___s__
jk18x1bzbins.48	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__HK1_f___g___s__
GCA_011087615.1_ASM1108761v1	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__HK1_f___g___s__
jk18x27bins.56	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__HK1_f___g___s__
jk18x9bins.76	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__HK1_f___g___s__
GCA_011088265.1_ASM1108826v1	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__UBA10353_f__LS-SOB_g___s__
jk18x22bins.18	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__UBA10353_f__LS-SOB_g___s__
jk18x7bins.8	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__UBA10353_f__LS-SOB_g___s__
GCA_009841725.1_ASM984172v1	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__UBA10353_f__LS-SOB_g___s__
jk18x11bins.53	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__UBA10353_f__LS-SOB_g___s__
jk18x9bins.20	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__UBA10353_f__LS-SOB_g___s__
jk18x27bins.16	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__UBA10353_f__LS-SOB_g___s__
p16x60bins.11	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__UBA10353_f__LS-SOB_g___s__
GCA_009842505.1_ASM984250v1	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__UBA10353_f__LS-SOB_g___s__
jk18x22bins.103	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__UBA10353_f__LS-SOB_g___s__
p16x34bins.36	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__UBA10353_f__LS-SOB_g___s__
jk18x40bins.47	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__UBA10353_f__UBA5680_g___s__
p16x60bins.63	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__UBA10353_f___g___s__
jk18x25bins.87	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__UBA10353_f___g___s__
p16x44bins.17	d__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__UBA10353_f___g___s__
GCA_011087605.1_ASM1108760v1	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rhizobiales_f__Rhizobiaceae_g__R2A130_s__
GCA_002719195.1_ASM271919v1	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rhizobiales_f__TMED25_g__AG-430-B22_s__
GCA_002692285.1_ASM269228v1	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Parvibaculales_f__RS24_g__UBA7378_s__
jk18x22bins.85	d__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rhodobacterales_f__Rhodobacteraceae_g__Phaeobacter_s__
